dept,year,section,venue,home_venue,day,period,subject,fa
IT,I Year,IT B,NwAdm105,New Admin 105 /106,THU,6,21LEM101T (NwAdm105),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,NwAdm105,New Admin 105 /106,FRI,1,21PDM102L (NwAdm105),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,NwAdm105,New Admin 105 /106,FRI,2,21PDM102L (NwAdm105),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,OODP,New Admin 105 /106,FRI,3,21CSC101T (OODP),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,NwAdm105,New Admin 105 /106,FRI,4,21EES101T (NwAdm105),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,21LEH104T,New Admin 105 /106,FRI,5,21LEH103T (21LEH104T),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,NwAdm105,New Admin 105 /106,FRI,6,21CYB101J (NwAdm105),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT B,NwAdm105,New Admin 105 /106,FRI,8,21CYM101T (NwAdm105),Dr. A. Jemila Percy AP /Mech
IT,I Year,IT C,NwAdm106,New Admin 106/107,MON,1,21CSC101T (NwAdm106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,21LEH104T,New Admin 106/107,MON,2,21LEH103T (21LEH104T),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm106,New Admin 106/107,MON,3,21MAB102T (NwAdm106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm105,New Admin 106/107,MON,5,21CYB101J (NwAdm105),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm105,New Admin 106/107,MON,6,21LEM101T (NwAdm105),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm105,New Admin 106/107,MON,7,21CYM101T (NwAdm105),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm106,New Admin 106/107,TUE,1,21MAB102T (NwAdm106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm106,New Admin 106/107,TUE,3,21CYB101J (NwAdm106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm106,New Admin 106/107,TUE,4,21EES101T (NwAdm106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,21LEH104T,New Admin 106/107,TUE,6,21LEH103T (21LEH104T),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm106,New Admin 106/107,TUE,7,21EES101T (NwAdm106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,WED,1,21CSC101T (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,WED,2,21MAB102T (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,Chemistry Lab / NwAdm 106,New Admin 106/107,WED,3,21CYB101J Lab (Chemistry Lab / NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,Chemistry Lab / NwAdm 106,New Admin 106/107,WED,4,21CYB101J Lab (Chemistry Lab / NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,New Admin 106/107,New Admin 106/107,WED,5,OPEN HOUR,Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,WED,6,21EES101T (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,THU,1,21EES101T (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,THU,2,21CSC101T (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 104,New Admin 106/107,THU,3,21CYB101J (NwAdm 104),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,Workshop --- > (Mechanical Dept,New Admin 106/107,THU,4,<----  21MES101L (Workshop --- > (Mechanical Dept)),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,Workshop (Mechanical Dept,New Admin 106/107,THU,5,<------ 21MES101L ------ > (Workshop (Mechanical Dept)),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,Workshop (Mechanical Dept,New Admin 106/107,THU,6,<------ 21MES101L ------ > (Workshop (Mechanical Dept)),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,THU,7,21PDM102L (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm 106,New Admin 106/107,THU,8,21PDM102L (NwAdm 106),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm104,New Admin 106/107,FRI,1,21CYB101J (NwAdm104),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,NwAdm104,New Admin 106/107,FRI,2,21MAB102T (NwAdm104),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,BMS Project lab,New Admin 106/107,FRI,3,LEET CODE (BMS Project lab),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,BMS Project lab,New Admin 106/107,FRI,4,LEET CODE (BMS Project lab),Dr. K. Parthiban AP / Mech
IT,I Year,IT C,21LEH104T,New Admin 106/107,FRI,5,21LEH103T (21LEH104T),Dr. K. Parthiban AP / Mech
IT,I Year,IT D,NwAdm107,New Admin 106/107,MON,1,21CYB101J (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm107,New Admin 106/107,MON,2,21MAB102T (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm106,New Admin 106/107,MON,4,21EES101T (NwAdm106),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm106,New Admin 106/107,MON,5,21CYB101J (NwAdm106),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm107,New Admin 106/107,TUE,1,21MAB102T (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm107,New Admin 106/107,TUE,2,21CSC101T (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,BMS Programming Lab,New Admin 106/107,TUE,3,LEET CODE (BMS Programming Lab),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,BMS Programming Lab,New Admin 106/107,TUE,4,LEET CODE (BMS Programming Lab),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,21LEH104T,New Admin 106/107,TUE,5,21LEH103T (21LEH104T),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm107,New Admin 106/107,WED,1,21EES101T (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm107,New Admin 106/107,WED,2,21MAB102T (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,21LEH105T,New Admin 106/107,WED,3,21LEH103T /  21LEH104T / (21LEH105T),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,21LEH105T,New Admin 106/107,WED,4,21LEH103T /  21LEH104T / (21LEH105T),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,New Admin 106/107,New Admin 106/107,WED,5,OPEN HOUR,"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm107,New Admin 106/107,WED,6,21LEM101T (NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm 107,New Admin 106/107,THU,1,21PDM102L (NwAdm 107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm 107,New Admin 106/107,THU,2,21PDM102L (NwAdm 107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm 107,New Admin 106/107,THU,3,21CSC101T (NwAdm 107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm 107,New Admin 106/107,THU,4,21MAB102T (NwAdm 107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm 107,New Admin 106/107,THU,5,21EES101T (NwAdm 107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm 107,New Admin 106/107,THU,6,21CYB101J (NwAdm 107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,Chemistry Lab / NwAdm107,New Admin 106/107,THU,7,21CYB101J Lab (Chemistry Lab / NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,Chemistry Lab / NwAdm107,New Admin 106/107,THU,8,21CYB101J Lab (Chemistry Lab / NwAdm107),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm106,New Admin 106/107,FRI,1,21CSC101T (NwAdm106),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm106,New Admin 106/107,FRI,2,21CYM101T (NwAdm106),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm106,New Admin 106/107,FRI,3,21CYB101J (NwAdm106),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,NwAdm106,New Admin 106/107,FRI,4,21EES101T (NwAdm106),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,Workshop (Mechanical Dept,New Admin 106/107,FRI,6,< --------- 21MES101L -------- > (Workshop (Mechanical Dept)),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,Workshop (Mechanical Dept,New Admin 106/107,FRI,7,< --------- 21MES101L -------- > (Workshop (Mechanical Dept)),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT D,Workshop (Mechanical Dept,New Admin 106/107,FRI,8,< --------- 21MES101L -------- > (Workshop (Mechanical Dept)),"Dr. S. Vasathi Gnanarani, AP / Chemistry"
IT,I Year,IT E,Workshop (Mechanical Dept,New Admin 107 /106,MON,1,< --------- 21MES101L -------- > (Workshop (Mechanical Dept)),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Workshop (Mechanical Dept,New Admin 107 /106,MON,2,< --------- 21MES101L -------- > (Workshop (Mechanical Dept)),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Workshop (Mechanical Dept,New Admin 107 /106,MON,3,< --------- 21MES101L -------- > (Workshop (Mechanical Dept)),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm107,New Admin 107 /106,MON,4,21CYB101J (NwAdm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm107,New Admin 107 /106,MON,5,21EES101T (NwAdm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm107,New Admin 107 /106,MON,7,21CYM101T (NwAdm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,BMS701,New Admin 107 /106,TUE,1,21MAB102T (BMS701),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,OODP,New Admin 107 /106,TUE,2,21CSC101T (OODP),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm107,New Admin 107 /106,TUE,4,21CYB101J (NwAdm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,21LEH104T/,New Admin 107 /106,TUE,5,21LEH103T / (21LEH104T/),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,OODP,New Admin 107 /106,WED,1,21CSC101T (OODP),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm105,New Admin 107 /106,WED,2,21EES101T (NwAdm105),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,"NwAdm104,107",New Admin 107 /106,WED,3,"21LEH103T / 21LEH104T/ 21LEH105T (NwAdm104,107)",Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,"NwAdm104,107",New Admin 107 /106,WED,4,"21LEH103T / 21LEH104T/ 21LEH105T (NwAdm104,107)",Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,New Admin 107 /106,New Admin 107 /106,WED,5,OPEN HOUR,Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm105,New Admin 107 /106,WED,6,21MAB102T (NwAdm105),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm105,New Admin 107 /106,WED,7,21PDM102L (NwAdm105),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm105,New Admin 107 /106,WED,8,21PDM102L (NwAdm105),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,BMS 701,New Admin 107 /106,THU,1,21EES101T (BMS 701),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,BMS 701,New Admin 107 /106,THU,2,21MAB102T (BMS 701),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Chemistry Lab / NwAdm106,New Admin 107 /106,THU,3,21CYB101J Lab (Chemistry Lab / NwAdm106),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Chemistry Lab / NwAdm106,New Admin 107 /106,THU,4,21CYB101J Lab (Chemistry Lab / NwAdm106),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,NwAdm 104,New Admin 107 /106,THU,5,21CYB101J (NwAdm 104),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,OODP,New Admin 107 /106,FRI,1,21CSC101T (OODP),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Nw Adm107,New Admin 107 /106,FRI,2,21MAB102T (Nw Adm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Nw Adm107,New Admin 107 /106,FRI,3,21EES101T (Nw Adm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Nw Adm107,New Admin 107 /106,FRI,4,21CYB101J (Nw Adm107),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,BMS Project Lab,New Admin 107 /106,FRI,5,LEET CODE (BMS Project Lab),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,BMS Project Lab,New Admin 107 /106,FRI,6,LEET CODE (BMS Project Lab),Dr. K . Vijayalakshmi AP /Maths
IT,I Year,IT E,Nw Adm107,New Admin 107 /106,FRI,7,21LEM101T (Nw Adm107),Dr. K . Vijayalakshmi AP /Maths
IT,II Year,IT A,BMS703,BMS/ Block III,MON,1,21CSE251T / 21CSE267T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,MON,3,21CSC204J (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,MON,4,21LEM202T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B III, 501",BMS/ Block III,MON,5,"21PDH201T (B III, 501)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B III, 501",BMS/ Block III,MON,6,"21PDH201T (B III, 501)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,TUE,3,21CSC206T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,TUE,4,21MAB204T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Programming Lab,BMS/ Block III,TUE,5,21CSC204J Lab (Programming Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Programming Lab,BMS/ Block III,TUE,6,21CSC204J Lab (Programming Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Programming Lab,BMS/ Block III,TUE,7,21CSC206T (Programming Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS/ Block III,BMS/ Block III,TUE,8,Leet Code                    Programming Lab,"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,WED,1,"21MAB204T (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,WED,2,"21CSC205P (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Project Lab,BMS/ Block III,WED,3,21CSC205P (Project Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Project Lab,BMS/ Block III,WED,4,21CSE251T / 21CSE267T (Project Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS/ Block III,BMS/ Block III,WED,5,OPEN HOUR,"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Project Lab,BMS/ Block III,THU,1,21CSC205P (Project Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,Project Lab,BMS/ Block III,THU,2,21CSC204J (Project Lab),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,THU,3,21MAB204T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,THU,4,21LEM202T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,THU,5,21CSC206T (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,BMS703,BMS/ Block III,THU,6,21CSC205P (BMS703),"Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,FRI,1,"21PDM202L (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,FRI,2,"21PDM202L (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,FRI,3,"21CSC204J (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,FRI,4,"21MAB204T (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,FRI,5,"21CSE251T / 21CSE267T (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT A,"B-III, 502",BMS/ Block III,FRI,6,"21LEM202T (B-III, 502)","Dr. K.Danesh, Asst. Prof /IT"
IT,II Year,IT B,BMS701,BMS / Block III,MON,2,21CSC204J (BMS701),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,Project Lab,BMS / Block III,MON,4,21CSE251T / 21CSE267T (Project Lab),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS 702,BMS / Block III,MON,5,21MAB204T (BMS 702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS 702,BMS / Block III,MON,6,21CSC205P (BMS 702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS702,BMS / Block III,TUE,1,21CSC206T (BMS702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS 702,BMS / Block III,TUE,2,21CSC205P (BMS 702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS702,BMS / Block III,TUE,4,21MAB204T (BMS702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,Project Lab,BMS / Block III,TUE,5,21CSC205P (Project Lab),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,Project Lab,BMS / Block III,TUE,6,21CSC206T (Project Lab),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS703,BMS / Block III,TUE,7,Leet Code (BMS703),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS 702,BMS / Block III,WED,3,21CSC204J (BMS 702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS702,BMS / Block III,WED,4,21LEM202T (BMS702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS / Block III,BMS / Block III,WED,5,OPEN HOUR,Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 501",BMS / Block III,WED,6,"21MAB204T (B-III, 501)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 502",BMS / Block III,THU,1,"21MAB204T (B-III, 502)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 502",BMS / Block III,THU,2,"21CSE251T / 21CSE267T (B-III, 502)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 501",BMS / Block III,THU,3,"21CSC206T (B-III, 501)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 501",BMS / Block III,THU,4,"21LEM202T (B-III, 501)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,Programming Lab,BMS / Block III,THU,5,21CSC204J Lab (Programming Lab),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,Programming Lab,BMS / Block III,THU,6,21CSC204J Lab (Programming Lab),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS 702,BMS / Block III,THU,7,21LEM202T (BMS 702),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 501",BMS / Block III,FRI,1,"21PDM202L (B-III, 501)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,"B-III, 501",BMS / Block III,FRI,2,"21PDM202L (B-III, 501)",Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS701,BMS / Block III,FRI,3,21CSE251T / 21CSE267T (BMS701),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS701,BMS / Block III,FRI,4,21CSC204J (BMS701),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS701,BMS / Block III,FRI,5,21PDH201T (BMS701),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,BMS701,BMS / Block III,FRI,6,21PDH201T (BMS701),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT B,Programming Lab,BMS / Block III,FRI,7,21CSC205P (Programming Lab),Dr. P. Santhosh Kumar Asso. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,MON,1,"21CSE251T / 21CSE267T (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,MON,2,"21CSC206T (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,Programming Lab,BMS / Block III,MON,3,21CSC204J Lab (Programming Lab),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,Programming Lab,BMS / Block III,MON,4,21CSC204J Lab (Programming Lab),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,MON,5,21PDM202L (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,MON,6,21PDM202L (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,Project Lab,BMS / Block III,MON,7,21CSC205P DBMS (Project Lab),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,Project Lab,BMS / Block III,MON,8,21CSC205P DBMS (Project Lab),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,Project Lab,BMS / Block III,TUE,1,21LEM202T (Project Lab),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,Project Lab,BMS / Block III,TUE,2,21CSC206T (Project Lab),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,TUE,3,21MAB204T (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,TUE,4,21CSC204J (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,WED,1,21CSC204J (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,WED,2,21LEM202T (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS701,BMS / Block III,WED,4,21CSE251T / 21CSE267T (BMS701),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS / Block III,BMS / Block III,WED,5,OPEN HOUR,Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,WED,6,"21MAB204T (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,WED,7,"21CSC205P DBMS (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,WED,8,"Leet Code (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 501",BMS / Block III,THU,1,"21MAB204T (B-III, 501)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 501",BMS / Block III,THU,2,"21CSC205P DBMS (B-III, 501)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,THU,3,"21PDH201T (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 502",BMS / Block III,THU,4,"21PDH201T (B-III, 502)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS702,BMS / Block III,THU,5,21CSC206T AI (BMS702),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,BMS703,BMS / Block III,FRI,3,21CSC204J (BMS703),Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 501",BMS / Block III,FRI,5,"21CSE251T / 21CSE267T (B-III, 501)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 501",BMS / Block III,FRI,6,"21MAB204T (B-III, 501)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT C,"B-III, 501",BMS / Block III,FRI,7,"21LEM202T (B-III, 501)",Dr. R. Mythili  Asst. Prof /IT
IT,II Year,IT D,BMS702,BMS / Block III,MON,1,21CSC206T (BMS702),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS702,BMS / Block III,MON,2,21LEM202T (BMS702),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS702,BMS / Block III,MON,3,21MAB204T (BMS702),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS702,BMS / Block III,MON,4,21CSE251T / 21CSE267T (BMS702),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS703,BMS / Block III,TUE,1,21CSC204J (BMS703),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS703,BMS / Block III,TUE,2,21CSC205P DBMS (BMS703),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,"B-III, 501",BMS / Block III,TUE,3,"21PDM202L (B-III, 501)",Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,"B-III, 501",BMS / Block III,TUE,4,"21PDM202L (B-III, 501)",Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS703,BMS / Block III,TUE,5,21MAB204T (BMS703),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS703,BMS / Block III,TUE,6,21CSC206T (BMS703),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS703,BMS / Block III,WED,1,21LEM202T (BMS703),Dr. G. Rajalakshmi Asst. Prof /IT
IT,II Year,IT D,BMS703,BMS / Block III,WED,2,21CSC204J (BMS703),Dr. G. Rajalakshmi Asst. Prof /IT
